"","state","county","latitude","longitude","lagi"
"93","AR","Grant",34.2590778,-92.49303,12.7620848053331
"94","AR","Greene",36.129251,-90.597354125,13.5086796444515
"95","AR","Hempstead",33.789217875,-93.68227525,12.5888216863946
"96","AR","Hot Spring",34.3087258333333,-93.0208525,13.1147605490099
"97","AR","Howard",34.0264886,-93.9783848,12.185992379696
"98","AR","Independence",35.718478,-91.560901375,13.3681760319795
"99","AR","Izard",36.0832033333333,-91.9681852666667,12.0837016010389
"100","AR","Jackson",35.5929672222222,-91.1711315555556,12.377253204575
"101","AR","Jefferson",34.2953746875,-91.9288545,14.0274993253629
"102","AR","Johnson",35.491488,-93.482172625,12.8324254290434
"103","AR","Lafayette",33.2973258,-93.54167,11.5025417402155
"104","AR","Lawrence",36.0436962857143,-91.1368680714286,12.3507658872984
"105","AR","Lee",34.7973148333333,-90.8091451666667,11.7987132443813
"106","AR","Lincoln",34.02652025,-91.6850655,12.0393684996313
"107","AR","Little River",33.7338871666667,-94.2092805,12.2520970838415
"108","AR","Logan",35.2534286666667,-93.6600202222222,12.6916019995415
"109","AR","Lonoke",34.7781426666667,-91.8936626666667,14.2393328047086
"110","AR","Madison",36.032906625,-93.713566625,12.3655988512943
"111","AR","Marion",36.3064797142857,-92.6671672857143,12.3020053587931
"112","AR","Miller",33.3627435,-93.91033175,13.612124289781
"113","AR","Mississippi",35.71008505,-90.0504946,13.4877562098828
"114","AR","Monroe",34.713443,-91.214856,11.6325734272361
"115","AR","Montgomery",34.567062625,-93.661516,11.648312634575
"116","AR","Nevada",33.7203374285714,-93.3127202857143,11.7365968769415
"117","AR","Newton",35.9519487,-93.1840212,11.4909967792126
"118","AR","Ouachita",33.573724,-92.8874256666667,12.9188827377442
"119","AR","Perry",34.9971036666667,-92.7913238333333,12.0659941530583
"120","AR","Phillips",34.4404987692308,-90.8497689230769,12.5500381658174
"121","AR","Pike",34.1414024285714,-93.6589017142857,11.9311422570036
"122","AR","Poinsett",35.5696402222222,-90.6286682222222,12.7605753840788
"123","AR","Polk",34.424573,-94.276157,12.5541381342401
"124","AR","Pope",35.4216271818182,-93.0434115454545,13.9729484005758
"125","AR","Prairie",34.7582,-91.5306333333333,11.8017144245963
"126","AR","Pulaski",34.7578787826087,-92.3243676521739,16.2749365659985
"127","AR","Randolph",36.3494161428571,-90.9709818571429,12.469355718533
"128","AR","Saline",34.601382625,-92.6288055,14.7527734290673
"129","AR","Scott",34.9169688333333,-94.1085908333333,11.785575114588
"130","AR","Searcy",35.9027487142857,-92.6596971428571,11.3476733920718
"131","AR","Sebastian",35.2196825,-94.2981947,14.7794204829745
"132","AR","Sevier",33.9851618,-94.2420232,12.3112791493288
"133","AR","Sharp",36.1572747777778,-91.5184506666667,12.2904459625642
"134","AR","Stone",35.9080561111111,-92.1173944444444,11.9635614972804
"135","AR","Union",33.215153,-92.572388,13.9198894920285
"136","AR","Van Buren",35.5607148571429,-92.439008,12.4867225501464
"137","AR","Washington",36.0156307391304,-94.2324050869565,15.3176371642967
"138","AR","White",35.2497322631579,-91.741409368421,14.1726191078823
"139","AR","Woodruff",35.180919,-91.264952125,11.6015405553239
"140","AR","Yell",35.0475533636364,-93.2988422727273,12.6009788709884
"141","AZ","Apache",35.1629118275862,-109.471013689655,13.6461245747196
"142","AZ","Cochise",31.751278,-109.93836162963,14.6868729591816
"143","AZ","Coconino",35.7230810740741,-111.821823037037,14.8332063128395
"144","AZ","Gila",33.647141,-110.924738714286,13.7275074166116
"145","AZ","Graham",32.8998016666667,-109.790554666667,13.1572535735433
"146","AZ","Greenlee",33.007195,-109.26742175,12.0976128877347
"147","AZ","La Paz",33.8148355555556,-114.083803,12.3119585231612
"148","AZ","Maricopa",33.3128577513228,-112.093193566138,18.4446895325445
"149","AZ","Mohave",35.2786773333333,-114.115544833333,14.9240603061156
"150","AZ","Navajo",34.9011741724138,-110.232106,14.1813543393509
"151","AZ","Pima",32.128134761194,-111.235251671642,16.9251990877186
"152","AZ","Pinal",32.9643699130435,-111.381932434783,15.5923934171265
"153","AZ","Santa Cruz",31.5724482,-110.8850678,13.5901796160546
"154","AZ","Yavapai",34.6279235,-112.3162138125,15.3333144253233
"155","AZ","Yuma",32.6658880833333,-114.32011125,14.962500544797
"156","CA","Alameda",37.7322038888889,-122.097679916667,17.8417978644459
"157","CA","Alpine",38.673376,-120.058845,9.95308691302741
"158","CA","Amador",38.4519337692308,-120.710696692308,13.6816065244892
"159","CA","Butte",39.6405139583333,-121.600369041667,15.2731960790435
"160","CA","Calaveras",38.2096915714286,-120.561866571429,13.8591292779993
"161","CA","Colusa",39.192646375,-122.174639375,13.084005012322
"162","CA","Contra Costa",37.89922694,-122.01435086,17.7174056891794
"163","CA","Del Norte",41.8230145,-124.064046166667,12.9134875562211
"164","CA","El Dorado",38.8063571,-120.501534933333,15.6455059607375
"165","CA","Fresno",36.7391188367347,-119.700680132653,16.6921719231597
"166","CA","Glenn",39.5972232857143,-122.196662571429,13.1162708556274
"167","CA","Humboldt",40.6125902105263,-123.944300315789,14.7089518176208
"168","CA","Imperial",32.9941549411765,-115.407982294118,14.8668047983684
"169","CA","Inyo",36.58473825,-117.58064175,12.9784306493822
"170","CA","Kern",35.3522892794118,-118.646092073529,16.6094378596745
"171","CA","Kings",36.1498194444444,-119.851036444444,14.626247422156
"172","CA","Lake",39.0391274285714,-122.774060857143,13.7837938591377
"173","CA","Lassen",40.5275164666667,-120.573224866667,13.1008189540618
"174","CA","Los Angeles",33.8003781856061,-118.279268850379,19.4812202624618
"175","CA","Madera",37.1861088333333,-119.798888916667,14.6746186874706
"176","CA","Marin",38.0362987073171,-122.668887170732,16.7482760878244
"177","CA","Mariposa",37.571633625,-119.961797625,12.7646335916012
"178","CA","Mendocino",39.3267428928571,-123.489096571429,14.3207890246636
"179","CA","Merced",37.2910576521739,-120.633031565217,15.1580233409805
"180","CA","Modoc",41.4556578,-120.657386,11.8411710985512
"181","CA","Mono",38.0278164285714,-119.123642714286,12.6337166403598
"182","CA","Monterey",36.4505203714286,-121.472378171429,16.1575042310789
"183","CA","Napa",38.4934254545455,-122.400164363636,15.4109925378235
"184","CA","Nevada",39.2776769333333,-120.737055533333,14.8552263349398
"185","CA","Orange",33.6337053263889,-117.761154409722,18.5329048372794
"186","CA","Placer",39.0222695517241,-120.85109537931,16.3377504837649
"187","CA","Plumas",39.9564715,-120.8372124375,12.9496824005254
"188","CA","Riverside",33.7408904141414,-116.202401020202,17.6127470736046
"189","CA","Sacramento",38.4419062919708,-121.428112445255,17.3587840139259
"190","CA","San Benito",36.7725194,-121.3340872,14.1473693116772
"191","CA","San Bernardino",34.6109327731092,-116.128492159664,17.470803858935
"192","CA","San Diego",32.9299988716578,-116.950878877005,18.4093401518337
"193","CA","San Francisco",37.7784786857143,-122.613618171429,17.7881288388959
"194","CA","San Joaquin",37.9489610697674,-121.250707186047,16.4654747622132
"195","CA","San Luis Obispo",35.3977305882353,-120.603704235294,15.8601626539071
"196","CA","San Mateo",37.4524519821429,-122.337428767857,17.7832758861596
"197","CA","Santa Barbara",34.5242620731707,-119.987440560976,16.3970801842356
"198","CA","Santa Clara",37.2070138070175,-121.719361359649,18.4605144134403
"199","CA","Santa Cruz",37.0412075238095,-122.005305904762,15.9868797469483
"200","CA","Shasta",40.7194191212121,-122.142953121212,15.0813803977743
"201","CA","Sierra",39.5600662857143,-120.609982428571,11.0232903937753
"202","CA","Siskiyou",41.6116645454545,-122.645729772727,13.5220625611401
"203","CA","Solano",38.2337684,-122.006633866667,16.2211134145142
"204","CA","Sonoma",38.4483212941176,-122.881735764706,16.530690018728
"205","CA","Stanislaus",37.602441137931,-120.943116344828,16.1039789779426
"206","CA","Sutter",39.0143003,-121.6735522,14.3846862186387
"207","CA","Tehama",40.1304193076923,-122.078539384615,13.8383702723103
"208","CA","Trinity",40.66348025,-123.0689375,12.1534363444496
"209","CA","Tulare",36.229397025,-119.097297225,15.729105581034
"210","CA","Tuolumne",37.976990125,-120.2119755625,13.9765063280435
"211","CA","Ventura",34.1627972765957,-119.077114510638,17.1206446996768
"212","CA","Yolo",38.695292952381,-121.905067714286,15.5120149458701
"213","CA","Yuba",39.315632,-121.288412153846,13.9426259117611
"214","CO","Adams",39.8455195416667,-104.726492416667,16.1451229993454
"215","CO","Alamosa",37.571542,-105.82987375,12.5233074522439
"216","CO","Arapahoe",39.6873171785714,-104.600573892857,16.895567114001
"217","CO","Archuleta",37.1925532,-107.1347994,12.5493573388701
"218","CO","Baca",37.3429403333333,-102.542615833333,10.9328212146075
"219","CO","Bent",37.9806615,-103.015716,11.0641195678406
"220","CO","Boulder",40.08435065625,-105.3414055625,16.3588608647577
"221","CO","Chaffee",38.7184071666667,-106.191506166667,12.9227703233003
"222","CO","Cheyenne",38.82650725,-102.6535915,10.8551068174636
"223","CO","Clear Creek",39.7293976,-105.6707984,12.7208404885288
"224","CO","Conejos",37.2028212857143,-106.01636,11.5579083907967
"225","CO","Costilla",37.2522174285714,-105.470812142857,10.6481829949767
"226","CO","Crowley",38.3015756,-103.7833998,10.5647828036469
"227","CO","Custer",38.108415,-105.2848065,11.4879050486581
"228","CO","Delta",38.8365959,-107.8409976,13.2442623752991
"229","CO","Denver",39.7319495322581,-104.792090564516,16.9494375464338
"230","CO","Dolores",37.7067543333333,-108.582805,10.497007749286
"231","CO","Douglas",39.406145,-104.919534727273,16.5235191582012
"232","CO","Eagle",39.6534494615385,-106.644773615385,14.4636373597764
"233","CO","El Paso",38.858094016129,-104.659454032258,16.6212270096399
"234","CO","Elbert",39.2779128333333,-104.246226166667,13.5947928120037
"235","CO","Fremont",38.3961340833333,-105.411971916667,13.5143392467717
"236","CO","Garfield",39.5075545,-107.653505625,14.2948696629541
"237","CO","Gilpin",39.8404733333333,-105.523051,11.8861083991577
"238","CO","Grand",40.036006875,-105.973981875,12.7619156110274
"239","CO","Gunnison",38.6604889090909,-106.925913181818,12.8374454810952
"240","CO","Hinsdale",38.026256,-107.276581,10.0754641172751
"241","CO","Huerfano",37.664501,-105.09179025,11.5277056972068
"242","CO","Jackson",40.5722355,-106.31136425,10.1551408122961
"243","CO","Jefferson",39.6505392121212,-105.18324730303,16.7535246257299
"244","CO","Kiowa",38.43816325,-102.9142575,10.5400379262313
"245","CO","Kit Carson",39.3109766666667,-102.66238,12.1456164470297
"246","CO","La Plata",37.2300916666667,-107.912681333333,14.38872320255
"247","CO","Lake",39.1982513333333,-106.364214333333,11.773287726767
"248","CO","Larimer",40.564773,-105.312059833333,16.0782770070801
"249","CO","Las Animas",37.2680880909091,-104.340075909091,12.4454910401942
"250","CO","Lincoln",39.1420531666667,-103.4900195,11.4065978151222
"251","CO","Logan",40.727151375,-103.158321625,13.0621015647647
"252","CO","Mesa",39.0880537777778,-108.516033277778,15.1107630669947
"253","CO","Mineral",37.761293,-106.981852,10.052984563682
"254","CO","Moffat",40.570502,-107.977700285714,12.669951305389
"255","CO","Montezuma",37.416888375,-108.591404375,13.1933044831831
"256","CO","Montrose",38.3704583333333,-108.335391666667,13.6245050041779
"257","CO","Morgan",40.308704125,-103.81420275,13.2577592807479
"258","CO","Otero",38.0287736666667,-103.730325,12.568731152199
"259","CO","Ouray",38.132559,-107.728036,11.8148949840301
"260","CO","Park",39.1768777,-105.7416875,12.8736096676833
"261","CO","Phillips",40.6018665,-102.40664275,11.7699369673956
"262","CO","Pitkin",39.2381386666667,-106.8441035,14.3512603772593
"263","CO","Prowers",38.0183464,-102.4122948,12.3206773021537
"264","CO","Pueblo",38.1504858,-104.6040895,14.9112116131013
"265","CO","Rio Blanco",39.9520975,-108.3471925,12.0295323450231
"266","CO","Rio Grande",37.61731175,-106.4315005,12.4076411196866
"267","CO","Routt",40.3868372222222,-106.954636888889,13.806182183656
"268","CO","Saguache",38.1297866666667,-106.061172,11.1110738204319
"269","CO","San Juan",37.848391,-107.680381,9.57657943358351
"270","CO","San Miguel",37.9688412,-108.19474,12.4818655713395
"271","CO","Sedgwick",40.8756266666667,-102.383488333333,10.778810445922
"272","CO","Summit",39.6070604,-106.0917826,13.8822332545531
"273","CO","Teller",38.8818346666667,-105.163477166667,13.3687936754937
"274","CO","Washington",39.8679853333333,-103.226989666667,11.4892063783496
"275","CO","Weld",40.3990717435897,-104.640481923077,15.6948849164762
"276","CO","Yuma",39.9206124285714,-102.485545285714,12.3329211322002
"277","CT","Fairfield",41.2272016555556,-73.3774707777778,18.0821893582209
"278","CT","Hartford",41.7936402037037,-72.7305383055556,17.2449035153622
"279","CT","Litchfield",41.787451,-73.2232305348837,15.7249243138202
"280","CT","Middlesex",41.4626403913043,-72.5346894782609,15.6688038825894
"281","CT","New Haven",41.3919048846154,-72.9410820128205,17.1314260843334
"282","CT","New London",41.4814136153846,-72.0868492820513,15.9549712440785
"283","CT","Tolland",41.8172316,-72.3404922,15.4236229923403
"284","CT","Windham",41.8402787428571,-71.9685906857143,14.870595459725
"285","DE","Kent",39.09809505,-75.56556485,15.087066680824
"286","DE","New Castle",39.6259618148148,-75.6086711111111,16.6629542277665
"287","DE","Sussex",38.6527254347826,-75.305411826087,15.4341668502725
"288","FL","Alachua",29.6942525,-82.37965196875,15.5570151408409
"289","FL","Baker",30.3096595,-82.234791,12.9795894034129
"290","FL","Bay",30.2101355,-85.6653480555556,15.2108912629467
"291","FL","Bradford",29.9422862,-82.1741776,12.8797795831248
"292","FL","Brevard",28.2417157234043,-80.6845882340426,16.4290078524584
"293","FL","Broward",26.1422002873563,-80.2761127931035,17.7240638308264
"294","FL","Calhoun",30.45093025,-85.13487825,12.1025992370539
"295","FL","Charlotte",26.9409978125,-82.0845775625,15.1337495544289
"296","FL","Citrus",28.85831485,-82.4609067,14.8252992831697
"297","FL","Clay",29.9842926,-81.8459218,15.3847108884092
"298","FL","Collier",26.1249884230769,-81.5606381923077,16.7587810652596
"299","FL","Columbia",30.1680085,-82.6472975,13.8623559751958
"300","FL","Dixie",29.55455325,-83.10679675,12.1018059758491
"301","FL","Duval",30.3179123090909,-81.6560958909091,16.9385836897634
"302","FL","Escambia",30.5664714186047,-87.2883582790698,15.7071319532763
"303","FL","Flagler",29.4801155714286,-81.253075,14.7090999533412
"304","FL","Franklin",29.8101498,-84.8050754,12.412619225937
"305","FL","Gadsden",30.590429625,-84.63473025,13.4727117507326
"306","FL","Gilchrist",29.711863,-82.8383795,12.4162241647046
"307","FL","Glades",26.91646,-81.2523445,12.1146479076108
"308","FL","Gulf",29.953456,-85.2309186666667,12.5024108949474
"309","FL","Hamilton",30.4790466666667,-82.9691656666667,12.018175574403
"310","FL","Hardee",27.50719075,-81.81403625,12.8198167055038
"311","FL","Hendry",26.67425775,-81.36462875,13.2409496459384
"312","FL","Hernando",28.5569700769231,-82.4282422307692,14.9353532123947
"313","FL","Highlands",27.3602771111111,-81.3398491111111,14.2438076870466
"314","FL","Hillsborough",27.9241859444444,-82.4235282888889,17.3459883303655
"315","FL","Holmes",30.86093225,-85.82805125,12.3752203063633
"316","FL","Indian River",27.697937125,-80.5190459375,15.6174449202883
"317","FL","Jackson",30.8055313076923,-85.1947841538462,13.4415353959472
"318","FL","Jefferson",30.3658064,-83.8529126,12.442203495597
"319","FL","Lafayette",30.0948725,-83.1670185,11.3655269379655
"320","FL","Lake",28.7994668064516,-81.7143973225807,15.7059549606498
"321","FL","Lee",26.5864049761905,-81.9082146904762,16.8116289569622
"322","FL","Leon",30.4645105263158,-84.2917936842105,15.7088072935378
"323","FL","Levy",29.2833121,-82.7480636,13.3050248764114
"324","FL","Liberty",30.321493,-84.880843,11.6371764273081
"325","FL","Madison",30.5057988,-83.397311,12.4514472456857
"326","FL","Manatee",27.4596881785714,-82.5056596071429,16.0530468129646
"327","FL","Marion",29.2062810789474,-82.0959117894737,15.7080113407438
"328","FL","Martin",27.1464215833333,-80.3148090833333,15.7723516036371
"329","FL","Miami-Dade",25.6822508174603,-80.3580592619048,18.0297387924045
"330","FL","Monroe",24.8327006153846,-81.1445503076923,15.1449347872164
"331","FL","Nassau",30.5986432857143,-81.7561974285714,14.6875082783023
"332","FL","Okaloosa",30.6321912222222,-86.5982295,15.470308568134
"333","FL","Okeechobee",27.3115243333333,-80.8585913333333,13.2834289512923
"334","FL","Orange",28.538948425,-81.3387466125,17.1989393083571
"335","FL","Osceola",28.1773418666667,-81.3270918,15.4045414564974
"336","FL","Palm Beach",26.5878911756757,-80.2842694864865,17.8790838193321
"337","FL","Pasco",28.2917852068966,-82.4695442068966,16.0833335912207
"338","FL","Pinellas",27.8958172837838,-82.7318389324324,17.0933472024739
"339","FL","Polk",27.9940551372549,-81.7075042941177,16.285156435599
"340","FL","Putnam",29.5965606111111,-81.7236622222222,13.8220978142739
"341","FL","Santa Rosa",30.6596093,-87.0403081,15.1591886074059
"342","FL","Sarasota",27.2050575862069,-82.4329975517241,16.472217849413
"343","FL","Seminole",28.72491064,-81.25409716,16.3011541028451
"344","FL","Sumter",28.754367875,-82.08349975,15.0205078373364
"345","FL","Suwannee",30.1710968333333,-82.9447875,13.2690128505382
"346","FL","Taylor",29.9320066,-83.548084,12.7429226775797
"347","FL","Union",29.9980346666667,-82.326767,12.1172086444008
"348","FL","Volusia",29.0552603636364,-81.1757188863636,16.1877355131017
"349","FL","Wakulla",30.1342906666667,-84.3891023333333,13.2274312502464
"350","FL","Walton",30.670062875,-86.17560575,14.4973566207691
"351","FL","Washington",30.6047752,-85.7142134,12.6991059200364
"352","GA","Appling",31.735247,-82.2818086666667,12.5321589921704
"353","GA","Atkinson",31.3352256666667,-82.8898793333333,11.379588339189
"354","GA","Bacon",31.576952,-82.461197,11.9051432129928
"355","GA","Baker",31.37168,-84.338325,10.7594761106019
"356","GA","Baldwin",33.0606916666667,-83.2369676666667,13.4160474020517
"357","GA","Banks",34.36541,-83.503056,12.4842534737743
"358","GA","Barrow",33.9825555,-83.709069,14.0941440653499
"359","GA","Bartow",34.2259155555556,-84.8398427777778,14.439886271097
"360","GA","Ben Hill",31.748753,-83.235412,12.4365333609847
"361","GA","Berrien",31.2713025,-83.25590975,12.4038081283765
"362","GA","Bibb",32.8159099565217,-83.6725,14.9550507555435
"363","GA","Bleckley",32.383904,-83.321095,12.2515860183065
"364","GA","Brantley",31.19838525,-81.94452325,12.3394577774591
"365","GA","Brooks",30.8377722,-83.577782,12.2852903976368
"366","GA","Bryan",32.0402436666667,-81.475017,13.6868359236011
"367","GA","Bulloch",32.4346265714286,-81.7901788571429,13.8902413361341
"368","GA","Burke",33.0411473333333,-81.9587481666667,12.7888160590362
"369","GA","Butts",33.2931233333333,-83.9693776666667,12.799678457418
"370","GA","Calhoun",31.50156875,-84.63635475,11.1851572383124
"371","GA","Camden",30.9061348333333,-81.6776751666667,13.7638266609857
"372","GA","Candler",32.4068645,-82.0674295,11.8724373808957
"373","GA","Carroll",33.6110513636364,-85.074328,14.6506879759372
"374","GA","Catoosa",34.933485,-85.1448436666667,13.980496890917
"375","GA","Charlton",30.64483,-82.0963895,11.7363409792991
"376","GA","Chatham",32.0142506,-81.09388472,15.6880630686796
"377","GA","Chattahoochee",32.292547,-84.736706,11.5326006331634
"378","GA","Chattooga",34.4818855,-85.37885425,12.7055834980174
"379","GA","Cherokee",34.2326524444444,-84.4739353333333,15.6685657962881
"380","GA","Clarke",33.9499344545455,-83.3816992727273,14.5034104957937
"381","GA","Clay",31.5968565,-84.954577,10.3836580733425
"382","GA","Clayton",33.5380888333333,-84.3487645833333,15.1546787197571
"383","GA","Clinch",31.03693425,-82.775995,11.3624978459431
"384","GA","Cobb",33.9289670769231,-84.5725968461538,16.9722142542449
"385","GA","Coffee",31.5608908571429,-82.830854,13.2457095765976
"386","GA","Colquitt",31.19250575,-83.7735065,13.3594129897011
"387","GA","Columbia",33.5151322,-82.242509,15.1457960501466
"388","GA","Cook",31.1689805,-83.4198335,12.3226683098735
"389","GA","Coweta",33.3351238181818,-84.7197554545454,15.0206414913997
"390","GA","Crawford",32.74325325,-83.9321485,12.1822255503892
"391","GA","Crisp",31.8955506666667,-83.763473,12.633895936249
"392","GA","Dade",34.8695296666667,-85.4840833333333,12.4858498063319
"393","GA","Dawson",34.453661,-84.155043,13.1181726083858
"394","GA","Decatur",30.868841,-84.5703028333333,12.9720171182494
"395","GA","Dodge",32.1914856,-83.1313132,12.4341639365683
"396","GA","Dooly",32.1701178,-83.8189018,11.8614674256788
"397","GA","Dougherty",31.5575057777778,-84.1724685555556,14.2729480631509
"398","GA","Douglas",33.7052175,-84.7403751666667,14.8060839324507
"399","GA","Early",31.25730475,-84.8689605,11.9436813806982
"400","GA","Echols",30.768894,-83.037116,10.7157058277371
"401","GA","Effingham",32.299728,-81.346969,13.9623085586892
"402","GA","Elbert",34.1597196666667,-82.913824,12.5877845330145
"403","GA","Emanuel",32.5384795714286,-82.3266734285714,12.5889001114825
"404","GA","Evans",32.16005075,-81.89837925,11.9756652764527
"405","GA","Fannin",34.8992578,-84.337855,12.8069976235725
"406","GA","Fayette",33.4036573333333,-84.5109915,15.1841415868636
"407","GA","Floyd",34.28506275,-85.2203963333333,14.4159622374662
"408","GA","Forsyth",34.2095983333333,-84.1178903333333,15.7702173315911
"409","GA","Franklin",34.339872,-83.1783488,12.7216887764718
"410","GA","Fulton",33.82175296875,-84.4480673229167,17.5367187850857
"411","GA","Gilmer",34.6974206666667,-84.4557496666667,13.062008094313
"412","GA","Glascock",33.227532,-82.615451,10.6361678974314
"413","GA","Glynn",31.20813875,-81.472808,14.4565894070309
"414","GA","Gordon",34.513960625,-84.851778375,13.7096476939284
